Project,Test,TestID,FailureFreq,FailureException,TestNameInStacktrace,TestClassNameInStacktrace,TotalStacktraceLines,TotalMutants,set(TotalMutants),TotalMatchException,TotalMatchStacktrace,TotalMatch,MostExceptionInMutants,MostExceptionInMutantsFreq
square-okhttp,com.squareup.okhttp.internal.http.ResponseCacheTest.responseCachingAndRedirects,1,1,SocketException,1,1,15,467,245,2,0,0,NullPointerException,175
square-okhttp,com.squareup.okhttp.internal.http.ResponseCacheTest.cacheControlNoStoreAndExpirationDateInTheFuture,1,1,SocketException,1,1,16,382,226,3,0,0,NullPointerException,161
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest.response307WithPost,1,4,AssertionError,0,1,6,426,237,20,0,0,NullPointerException,152
apache-commons-exec,org.apache.commons.exec.DefaultExecutorTest.testExecuteAsyncWithProcessDestroyer,1,33,AssertionFailedError,1,1,4,59,13,53,2,2,AssertionFailedError,53
qos-ch-logback,ch.qos.logback.classic.net.SMTPAppender_GreenTest.LBCLASSIC_104,1,2,AssertionError,1,1,7,165,94,37,0,0,NullPointerException,42
qos-ch-logback,ch.qos.logback.classic.net.SMTPAppender_GreenTest.testCustomEvaluator,1,2,AssertionError,1,1,7,186,93,2,1,1,ComparisonFailure,64
qos-ch-logback,ch.qos.logback.classic.spi.PackagingDataCalculatorTest.perfTest,1,1,AssertionError,1,1,3,25,13,0,0,0,ArrayIndexOutOfBoundsException,11
qos-ch-logback,ch.qos.logback.classic.turbo.ReconfigureOnChangeTest.gafferInstallFilter,1,4,ArrayIndexOutOfBoundsException,1,1,5,61,25,3,1,1,AssertionError,27
qos-ch-logback,ch.qos.logback.classic.net.SMTPAppender_GreenTest.synchronousSmoke,1,1,AssertionError,1,1,7,129,89,5,0,0,NullPointerException,39
qos-ch-logback,ch.qos.logback.classic.net.SMTPAppender_GreenTest.testCustomBufferSize,1,1,AssertionError,1,1,7,177,93,4,3,3,NullPointerException,55
qos-ch-logback,ch.qos.logback.classic.rolling.UniqueFileTest.basic,1,12,AssertionError,1,1,4,419,74,324,28,28,AssertionError,324
qos-ch-logback,ch.qos.logback.core.rolling.TimeBasedRollingWithArchiveRemoval_Test.dailyRolloverWithInactivity10,1,44,AssertionError,1,1,8,186,51,60,60,60,IllegalStateException,74
qos-ch-logback,ch.qos.logback.core.FileAppenderResilienceTest.smoke,1,13,AssertionError,1,1,4,54,8,39,39,39,AssertionError,39
qos-ch-logback,ch.qos.logback.core.recovery.RecoveryCoordinatorTest.actualTime,1,2,AssertionError,1,1,5,4,2,4,2,2,AssertionError,4
qos-ch-logback,ch.qos.logback.core.net.DefaultSocketConnectorTest.testConnectionFails,1,1,AssertionError,1,1,3,7,3,4,2,2,AssertionError,4
qos-ch-logback,ch.qos.logback.core.rolling.TimeBasedRollingTest.withMissingTargetDirWithZipCompression,1,58,FileNotFoundException,1,1,11,252,68,84,75,75,FileNotFoundException,84
qos-ch-logback,ch.qos.logback.classic.net.SyslogAppenderTest.basic,1,1,AssertionError,1,1,6,126,46,62,0,0,AssertionError,62
qos-ch-logback,ch.qos.logback.classic.turbo.ReconfigureOnChangeTest.scan_LOGBACK_474,1,10,Exception,1,1,4,101,38,0,0,0,AssertionError,55
qos-ch-logback,ch.qos.logback.core.rolling.TimeBasedRollingTest.withMissingTargetDirWithCompression,1,82,FileNotFoundException,1,1,11,250,68,82,73,73,FileNotFoundException,82
qos-ch-logback,ch.qos.logback.classic.turbo.ReconfigureOnChangeTest.fallbackToSafe,1,1,AssertionError,1,1,5,170,42,43,3,3,ArrayIndexOutOfBoundsException,79
qos-ch-logback,ch.qos.logback.classic.pattern.ConverterTest.testRelativeTime,1,44,ComparisonFailure,1,1,3,29,17,0,0,0,ArrayIndexOutOfBoundsException,15
qos-ch-logback,ch.qos.logback.core.AsyncAppenderBaseTest.workerShouldStopEvenIfInterruptExceptionConsumedWithinSubappender,1,16,AssertionError,1,1,4,47,20,31,1,1,AssertionError,31
qos-ch-logback,ch.qos.logback.classic.turbo.ReconfigureOnChangeTest.fallbackToSafeWithIncludedFile,1,1,AssertionError,1,1,5,210,43,81,78,78,AssertionError,81
qos-ch-logback,ch.qos.logback.classic.turbo.ReconfigureOnChangeTest.fallbackToSafeWithIncludedFile,2,1,Exception,1,1,14,210,43,0,0,0,AssertionError,81
qos-ch-logback,ch.qos.logback.classic.sift.MDCBasedDiscriminatorTest.nullMDC,1,141,AssertionError,1,1,5,16,8,11,2,2,AssertionError,11
kevinsawicki.http-request,com.github.kevinsawicki.http.HttpRequestTest.getWithEscapedVarargsQueryParams,1,245,AssertionError,1,1,5,28,18,9,4,4,AssertionError,9
kevinsawicki.http-request,com.github.kevinsawicki.http.HttpRequestTest.getWithMappedQueryParams,1,245,AssertionError,1,1,5,19,11,7,4,4,NullPointerException,8
kevinsawicki.http-request,com.github.kevinsawicki.http.HttpRequestTest.deleteWithVarargsQueryParams,1,156,AssertionError,1,1,5,24,16,7,3,3,NullPointerException,8
kevinsawicki.http-request,com.github.kevinsawicki.http.HttpRequestTest.basicProxyAuthentication,1,246,HttpRequest$HttpRequestException,1,1,6,65,23,0,0,0,ArrayIndexOutOfBoundsException,20
kevinsawicki.http-request,com.github.kevinsawicki.http.HttpRequestTest.verifierAccepts,1,245,ClassCastException,1,1,1,11,6,0,1,0,NullPointerException,5
kevinsawicki.http-request,com.github.kevinsawicki.http.HttpRequestTest.getWithVarargsQueryParams,1,245,AssertionError,1,1,5,23,15,7,3,3,NullPointerException,8
kevinsawicki.http-request,com.github.kevinsawicki.http.HttpRequestTest.postWithEscapedVarargsQueryParams,1,245,AssertionError,1,1,5,29,19,9,4,4,AssertionError,9
kevinsawicki.http-request,com.github.kevinsawicki.http.HttpRequestTest.postWithEscapedMappedQueryParams,1,245,AssertionError,1,1,5,25,16,9,4,4,AssertionError,9
kevinsawicki.http-request,com.github.kevinsawicki.http.HttpRequestTest.deleteWithMappedQueryParams,1,156,AssertionError,1,1,5,20,12,7,4,4,NullPointerException,8
kevinsawicki.http-request,com.github.kevinsawicki.http.HttpRequestTest.getUrlEncodedWithPercent,1,1,ComparisonFailure,1,1,3,12,8,0,0,0,NullPointerException,7
kevinsawicki.http-request,com.github.kevinsawicki.http.HttpRequestTest.singleVerifier,1,245,ClassCastException,1,1,1,9,6,0,1,0,NullPointerException,6
kevinsawicki.http-request,com.github.kevinsawicki.http.HttpRequestTest.postWithVaragsQueryParams,1,245,AssertionError,1,1,5,24,16,7,3,3,NullPointerException,8
kevinsawicki.http-request,com.github.kevinsawicki.http.HttpRequestTest.singleSslSocketFactory,1,245,ClassCastException,1,1,1,10,7,0,1,0,NullPointerException,6
kevinsawicki.http-request,com.github.kevinsawicki.http.HttpRequestTest.getWithEscapedMappedQueryParams,1,245,AssertionError,1,1,5,24,15,9,4,4,AssertionError,9
kevinsawicki.http-request,com.github.kevinsawicki.http.HttpRequestTest.postWithMappedQueryParams,1,245,AssertionError,1,1,5,20,12,7,4,4,NullPointerException,8
kevinsawicki.http-request,com.github.kevinsawicki.http.HttpRequestTest.postWithNumericQueryParams,1,245,AssertionError,1,1,5,20,13,7,3,3,NullPointerException,8
kevinsawicki.http-request,com.github.kevinsawicki.http.HttpRequestTest.getUrlEncodedWithUnicode,1,1,ComparisonFailure,1,1,3,12,8,0,0,0,NullPointerException,7
kevinsawicki.http-request,com.github.kevinsawicki.http.HttpRequestTest.getUrlEncodedWithSpace,1,1,ComparisonFailure,1,1,3,12,8,0,0,0,NullPointerException,7
jknack-handlebars.java,com.github.jknack.handlebars.HumanizeHelperTest.naturalTime,1,411,ComparisonFailure,1,1,3,147,61,16,16,16,HandlebarsException,73
wro4j-wro4j,ro.isdc.wro.extensions.processor.TestRubySassCssProcessor.executeMultipleTimesDoesntThrowOutOfMemoryException,892,78,NullPointerException,1,1,8,4,4,3,0,0,NullPointerException,3
wro4j-wro4j,ro.isdc.wro.extensions.processor.TestRubySassCssProcessor.executeMultipleTimesDoesntThrowOutOfMemoryException,1,1086,WroRuntimeException,1,1,2,4,4,1,1,1,NullPointerException,3
wro4j-wro4j,ro.isdc.wro.util.concurrent.TestTaskExecutor.shouldBeFasterWhenRunningMultipleSlowTasks,1,3,AssertionError,1,1,4,16,12,0,0,0,NullPointerException,8
wro4j-wro4j,ro.isdc.wro.model.resource.locator.TestUrlUriLocator.testValidUrl,2,90,UnknownHostException,1,1,17,26,11,0,0,0,NullPointerException,12
wro4j-wro4j,ro.isdc.wro.model.resource.locator.TestUrlUriLocator.testValidUrl,1,1,SocketTimeoutException,1,1,20,26,11,0,0,0,NullPointerException,12
wro4j-wro4j,ro.isdc.wro.extensions.processor.TestRubySassCssProcessor.shouldTestFromFolder,1374,78,WroRuntimeException,1,1,8,20,7,9,6,6,WroRuntimeException,9
wro4j-wro4j,ro.isdc.wro.extensions.processor.TestRubySassCssProcessor.shouldTestFromFolder,1,1596,WroRuntimeException,1,1,11,20,7,9,1,1,WroRuntimeException,9
wro4j-wro4j,ro.isdc.wro.util.concurrent.TestTaskExecutor.shouldHaveMinimalOverheadWhenRunningASingleTask,1,1,AssertionError,1,1,4,7,6,0,0,0,NullPointerException,3
wro4j-wro4j,ro.isdc.wro.extensions.processor.support.sass.TestRubySassEngine.cannotProcessInvalidCss,1,78,Exception,1,1,31,3,3,2,0,0,Exception,2
wro4j-wro4j,ro.isdc.wro.extensions.processor.TestBourbonCssProcessor.shouldBeThreadSafe,1,1803,ExecutionException,1,1,5,9,3,7,7,7,ExecutionException,7
wro4j-wro4j,ro.isdc.wro.maven.plugin.TestWro4jMojo.shouldBeFasterWhenRunningProcessingInParallel,1,227,AssertionError,1,1,4,382,8,0,0,0,MojoExecutionException,375
wro4j-wro4j,ro.isdc.wro.extensions.processor.TestRubySassCssProcessor.shouldSucceedAfterAFailure,1,1557,WroRuntimeException,1,1,3,11,6,1,1,1,NullPointerException,7
wro4j-wro4j,ro.isdc.wro.extensions.processor.TestRubySassCssProcessor.shouldSucceedAfterAFailure,1337,78,NullPointerException,1,1,9,11,6,7,0,0,NullPointerException,7
wro4j-wro4j,ro.isdc.wro.extensions.processor.TestRubySassCssProcessor.shouldFailWhenInvalidSassCssIsProcessed,1,78,RuntimeException,1,1,2,11,5,5,5,5,RuntimeException,5
wro4j-wro4j,ro.isdc.wro.extensions.processor.support.sass.TestRubySassEngine.shouldProcessValidCss,892,78,NullPointerException,1,1,8,5,4,1,0,0,ComparisonFailure,2
wro4j-wro4j,ro.isdc.wro.extensions.processor.support.sass.TestRubySassEngine.shouldProcessValidCss,1,1087,WroRuntimeException,1,1,2,5,4,1,1,1,ComparisonFailure,2
wro4j-wro4j,ro.isdc.wro.extensions.processor.TestRubySassCssProcessor.shouldBeThreadSafe,1,1662,ExecutionException,1,1,5,8,3,6,6,6,ExecutionException,6
wro4j-wro4j,ro.isdc.wro.extensions.processor.support.sass.TestRubySassEngine.shouldProcessValidSass,1,1083,WroRuntimeException,1,1,2,5,4,1,1,1,ComparisonFailure,2
wro4j-wro4j,ro.isdc.wro.extensions.processor.support.sass.TestRubySassEngine.shouldProcessValidSass,889,78,NullPointerException,1,1,8,5,4,1,0,0,ComparisonFailure,2
wro4j-wro4j,ro.isdc.wro.model.resource.locator.support.TestDispatcherStreamLocator.canLocateValidResource,2,90,UnknownHostException,1,1,19,33,14,0,0,0,NullPointerException,13
wro4j-wro4j,ro.isdc.wro.model.resource.locator.support.TestDispatcherStreamLocator.canLocateValidResource,1,1,SocketTimeoutException,1,1,22,33,14,0,0,0,NullPointerException,13
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest.testCreateServiceComponentHostWithInvalidRequest,1,65,ProvisionException,0,1,22,304,132,10,0,0,NullPointerException,89
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest.testDeleteUsers,1,65,ProvisionException,0,1,3,115,58,8,0,0,NullPointerException,55
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest.testCreateAndGetUsers,1,65,ProvisionException,0,1,3,94,44,8,0,0,NullPointerException,50
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest.testUpdateUsers,1,65,ProvisionException,0,1,3,101,50,8,0,0,NullPointerException,50
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest.testCreateServicesWithInvalidRequest,1,65,ProvisionException,0,1,22,145,60,9,0,0,NullPointerException,50
apache-ambari,org.apache.ambari.server.agent.TestActionQueue.testConcurrentOperations,1,52,AssertionError,1,1,6,7,3,6,4,4,AssertionError,6
apache-ambari,org.apache.ambari.server.agent.TestActionQueue.testConcurrentOperations,17,875,AssertionError,1,1,6,7,3,6,0,0,AssertionError,6
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest.testCreateClusterWithInvalidStack,1,65,ProvisionException,0,1,3,54,21,8,0,0,NullPointerException,32
apache-ambari,org.apache.ambari.server.security.authorization.AmbariLdapAuthenticationProviderTest.testBadCredential,1,8,Exception,1,1,29,30,14,23,0,0,Exception,23
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest.testGetClusters,1,65,ProvisionException,0,1,22,94,48,9,0,0,NullPointerException,48
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest.testCreateHostWithInvalidRequests,1,65,ProvisionException,0,1,3,79,36,9,0,0,NullPointerException,35
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest.testCreateServiceComponentWithInvalidRequest,1,65,ProvisionException,0,1,22,175,73,9,0,0,NullPointerException,63
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest.testGetRequestAndTaskStatus,1,65,ProvisionException,0,1,22,264,104,9,0,0,NullPointerException,85
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest.testRcaOnJobtrackerHost,1,65,ProvisionException,0,1,3,627,258,9,0,0,NullPointerException,197
apache-ambari,org.apache.ambari.server.security.authorization.AmbariLdapAuthenticationProviderTest.testAuthenticate,1,8,InternalAuthenticationServiceException,1,1,4,59,32,1,1,1,NullPointerException,43
apache-ambari,org.apache.ambari.server.bootstrap.BootStrapTest.testRun,1,65,UnknownHostException,1,1,3,18,6,0,0,0,NullPointerException,11
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest.testConfigUpdates,1,65,ProvisionException,0,1,3,588,233,9,0,0,IllegalArgumentException,136
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest.testStartClientHostComponent,1,65,ProvisionException,0,1,22,54,21,8,0,0,NullPointerException,32
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest.testCreateServiceComponentSimple,1,65,ProvisionException,0,1,22,243,100,9,0,0,NullPointerException,74
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest.testGetServiceComponents,1,65,ProvisionException,0,1,22,147,66,9,0,0,NullPointerException,54
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest.testCreateHostMultiple,1,65,ProvisionException,0,1,3,190,71,9,0,0,NullPointerException,59
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest.testGetServiceComponentHostsWithFilters,1,65,ProvisionException,0,1,22,326,123,9,0,0,NullPointerException,87
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest.testClientServiceSmokeTests,1,65,ProvisionException,0,1,3,607,252,9,0,0,NullPointerException,181
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest.testCreateServiceComponentWithConfigs,1,65,ProvisionException,0,1,22,54,21,8,0,0,NullPointerException,32
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest.testGetActions,1,37,ProvisionException,0,1,3,65,25,8,0,0,NullPointerException,33
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest.testGetActions,5,28,ProvisionException,0,1,22,65,25,8,0,0,NullPointerException,33
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest.testCreateServiceComponentMultiple,1,65,ProvisionException,0,1,22,170,68,9,0,0,NullPointerException,61
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest.testServiceUpdateInvalidUpdates,1,65,ProvisionException,0,1,22,54,21,8,0,0,NullPointerException,32
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest.testServiceComponentUpdateRecursive,1,65,ProvisionException,0,1,22,582,246,9,0,0,NullPointerException,180
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest.testStartClientComponent,1,65,ProvisionException,0,1,22,54,21,8,0,0,NullPointerException,32
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest.testGetServices,1,65,ProvisionException,0,1,22,131,62,9,0,0,NullPointerException,55
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest.testCreateClusterWithDesiredClusterConfigs,1,65,ProvisionException,0,1,22,54,21,8,0,0,NullPointerException,32
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest.testCreateHostSimple,1,65,ProvisionException,0,1,3,185,67,9,0,0,NullPointerException,58
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest.testServiceUpdateBasic,1,65,ProvisionException,0,1,22,191,84,9,0,0,NullPointerException,60
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest.testGetServiceComponentHosts,1,65,ProvisionException,0,1,22,300,116,9,0,0,NullPointerException,85
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest.testCreateActions,1,65,ProvisionException,0,1,3,416,171,9,0,0,NullPointerException,134
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest.testCreateServiceComponentHostSimple,1,65,ProvisionException,0,1,22,410,155,9,0,0,NullPointerException,105
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest.testGetClustersWithFilters,1,65,ProvisionException,0,1,22,101,50,9,0,0,NullPointerException,49
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest.testCreateServicesMultiple,1,65,ProvisionException,0,1,22,145,57,9,0,0,NullPointerException,50
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest.testGetHosts,1,65,ProvisionException,0,1,22,208,74,9,0,0,NullPointerException,65
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest.testInstallAndStartService,1,65,ProvisionException,0,1,3,725,317,9,0,0,NullPointerException,214
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest.testCreateClusterSimple,1,65,ProvisionException,0,1,3,109,49,9,0,0,NullPointerException,45
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest.testCreateClusterWithHostMapping,5,28,ProvisionException,0,1,3,185,61,9,0,0,NullPointerException,51
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest.testCreateClusterWithHostMapping,1,37,ProvisionException,0,1,22,185,61,9,0,0,NullPointerException,51
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest.testGetUsers,1,65,ProvisionException,0,1,3,95,46,8,0,0,NullPointerException,54
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest.testServiceUpdateInvalidRequest,1,65,ProvisionException,0,1,22,170,70,9,0,0,NullPointerException,55
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest.testCreateServiceWithInvalidInfo,1,65,ProvisionException,0,1,22,183,77,9,0,0,NullPointerException,61
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest.testServiceUpdateRecursive,1,65,ProvisionException,0,1,22,623,258,9,0,0,NullPointerException,188
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest.testGetServicesWithFilters,1,65,ProvisionException,0,1,22,140,62,9,0,0,NullPointerException,55
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest.testCreateServicesSimple,1,65,ProvisionException,0,1,22,178,76,9,0,0,NullPointerException,59
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest.testGetServiceComponentsWithFilters,1,65,ProvisionException,0,1,22,177,75,9,0,0,NullPointerException,59
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest.testCreateServiceComponentHostMultiple,1,65,ProvisionException,0,1,22,387,140,9,0,0,NullPointerException,99
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest.testCreateClusterWithInvalidRequest,1,65,ProvisionException,0,1,3,55,22,8,0,0,NullPointerException,33
apache-ambari,org.apache.ambari.server.controller.AmbariManagementControllerTest.testServiceComponentHostUpdateRecursive,1,65,ProvisionException,0,1,22,577,245,9,0,0,NullPointerException,174
undertow-io-undertow,io.undertow.server.handlers.DateHandlerTestCase.testDateHandler,1,3,AssertionError,1,1,4,126,13,81,0,0,AssertionError,81
undertow-io-undertow,io.undertow.server.handlers.DateHandlerTestCase.testDateHandler,2,2,AssertionError,1,1,4,126,13,81,0,0,AssertionError,81
undertow-io-undertow,io.undertow.server.handlers.proxy.LoadBalancingProxyTestCase.testLoadSharedWithServerShutdown,2,11,AssertionError,1,1,6,241,15,186,164,164,AssertionError,186
undertow-io-undertow,io.undertow.server.handlers.proxy.LoadBalancingProxyTestCase.testLoadSharedWithServerShutdown,1,3,SocketTimeoutException,1,1,22,241,15,0,0,0,AssertionError,186
undertow-io-undertow,io.undertow.server.security.SpnegoBasicAuthenticationTestCase.testSpnegoSuccess,1,54,PrivilegedActionException,0,0,3,319,28,99,99,99,AssertionError,170
undertow-io-undertow,io.undertow.server.security.DigestAuthentication2069TestCase.testNonceReUse,1,1,AssertionError,1,1,6,423,48,338,0,0,AssertionError,338
undertow-io-undertow,io.undertow.server.security.DigestAuthentication2069TestCase.testNonceReUse,2,1,AssertionError,1,1,6,423,48,338,183,183,AssertionError,338
undertow-io-undertow,io.undertow.server.security.DigestAuthentication2069TestCase.testDigestSuccess,1,2,AssertionError,1,1,6,421,50,336,1,1,AssertionError,336
undertow-io-undertow,io.undertow.server.security.DigestAuthentication2069TestCase.testDigestSuccess,2,2,AssertionError,1,1,6,421,50,336,182,182,AssertionError,336
undertow-io-undertow,io.undertow.server.security.SpnegoAuthenticationTestCase.testSpnegoSuccess,1,5,PrivilegedActionException,1,1,3,315,28,99,99,99,AssertionError,166
undertow-io-undertow,io.undertow.server.security.DigestAuthenticationAuthTestCase.testDigestSuccess,1,1,ComparisonFailure,1,1,2,461,54,19,11,11,AssertionError,360
undertow-io-undertow,io.undertow.server.security.DigestAuthenticationAuthTestCase.testDigestSuccess,2,7,AssertionError,1,1,6,461,54,360,204,204,AssertionError,360
apache-httpcore,org.apache.http.nio.protocol.TestAsyncNHttpHandlers.testDelayedHttpException,1,2,AssertionError,1,1,5,499,29,447,120,120,AssertionError,447
apache-httpcore,org.apache.http.impl.pool.TestBasicConnPool.testHttpCreateConnection,1,1,SocketTimeoutException,1,1,5,62,46,0,0,0,IllegalArgumentException,41
apache-httpcore,org.apache.http.nio.protocol.TestThrottlingNHttpHandlers.testSimpleHttpPostsChunked,1,1,AssertionError,1,1,6,490,33,436,141,141,AssertionError,436
apache-httpcore,org.apache.http.nio.protocol.TestAsyncNHttpHandlers.testHttpPostsChunked,1,2,AssertionError,1,1,6,587,29,553,140,140,AssertionError,553
apache-httpcore,org.apache.http.nio.protocol.TestAsyncNHttpHandlers.testNoServiceHandler,1,3,AssertionError,1,1,5,467,29,436,120,120,AssertionError,436
apache-httpcore,org.apache.http.impl.nio.reactor.TestDefaultIOReactors.testGracefulShutdown,1,3,AssertionError,1,1,5,180,28,153,113,113,AssertionError,153
apache-httpcore,org.apache.http.nio.protocol.TestBufferingNHttpHandlers.testHttpPostsWithExpectContinue,1,1,AssertionError,1,1,6,557,29,523,139,139,AssertionError,523
apache-httpcore,org.apache.http.nio.protocol.TestBufferingNHttpHandlers.testHttpPostsChunked,1,2,AssertionError,1,1,6,601,29,566,141,141,AssertionError,566
apache-httpcore,org.apache.http.nio.protocol.TestThrottlingNHttpHandlers.testSimpleHttpPostsHTTP10,1,4,AssertionError,1,1,6,404,33,356,132,132,AssertionError,356
apache-httpcore,org.apache.http.pool.TestConnPool.testLeaseTimeout,1,150,AssertionFailedError,1,1,4,28,9,23,12,12,AssertionFailedError,23
apache-httpcore,org.apache.http.pool.TestConnPool.testCreateNewIfExpired,1,6,TooLittleActualInvocations,1,1,1,58,35,4,4,4,AssertionFailedError,19
apache-httpcore,org.apache.http.pool.TestConnPool.testCloseIdle,1,1,Wanted but not invoked,1,1,1,58,37,4,4,4,AssertionFailedError,14
apache-httpcore,org.apache.http.nio.protocol.TestNIOSSLHttp.testHttpPostsWithContentLength,1,1,AssertionError,1,1,6,508,29,474,148,148,AssertionError,474
apache-httpcore,org.apache.http.nio.protocol.TestAsyncNHttpHandlers.testNoRequestHandler,1,1,AssertionError,1,1,5,479,28,453,131,131,AssertionError,453
apache-httpcore,org.apache.http.nio.protocol.TestAsyncNHttpHandlers.testDelayedHttpGets,1,1,AssertionError,1,1,6,495,29,448,119,119,AssertionError,448
apache-httpcore,org.apache.http.nio.protocol.TestAsyncNHttpHandlers.testHttpException,1,3,AssertionError,1,1,5,498,29,447,119,119,AssertionError,447
apache-httpcore,org.apache.http.nio.protocol.TestThrottlingNHttpHandlers.testInputThrottling,1,2,AssertionError,1,1,5,442,33,393,136,136,AssertionError,393
apache-httpcore,org.apache.http.nio.protocol.TestBufferingNHttpHandlers.testHttpPostsHTTP10,1,1,AssertionError,1,1,6,544,29,510,133,133,AssertionError,510
apache-httpcore,org.apache.http.nio.protocol.TestAsyncNHttpHandlers.testHttpPostWithNoEntities,1,4,AssertionError,1,1,5,512,29,477,121,121,AssertionError,477
apache-httpcore,org.apache.http.nio.protocol.TestThrottlingNHttpHandlers.testSimpleHttpGets,1,1,AssertionError,1,1,6,440,33,377,115,115,AssertionError,377
apache-httpcore,org.apache.http.pool.TestConnPool.testCloseExpired,1,2,Wanted but not invoked,1,1,1,61,36,7,7,7,AssertionFailedError,14
apache-httpcore,org.apache.http.pool.TestConnPool.testStatefulConnectionRedistributionOnPerRouteMaxLimit,1,162,Wanted but not invoked,1,1,1,51,26,1,1,1,AssertionFailedError,24
spring-projects-spring-boot,org.springframework.boot.autoconfigure.orm.jpa.HibernateJpaAutoConfigurationTests.testLiquibasePlusValidation,1,1,BeanCreationException,1,1,38,210,27,142,0,0,BeanCreationException,142
spring-projects-spring-boot,org.springframework.boot.autoconfigure.jta.JtaAutoConfigurationTests.defaultBitronixServerId,1,1,UnknownHostException,1,1,5,100,18,0,0,0,BeanCreationException,56
spring-projects-spring-boot,org.springframework.boot.actuate.autoconfigure.EndpointWebMvcAutoConfigurationTests.portPropertiesOnSamePort,1,1,IOException,1,1,6,178,18,0,0,0,ApplicationContextException,101
spring-projects-spring-boot,org.springframework.boot.autoconfigure.jms.hornetq.HornetQAutoConfigurationTests.embeddedWithPersistentMode,1,1,UncategorizedJmsException,1,1,8,209,22,60,0,0,BeanCreationException,77
spring-projects-spring-boot,org.springframework.boot.autoconfigure.liquibase.LiquibaseAutoConfigurationTests.testDefaultSpringLiquibase,1,1,BeanCreationException,1,1,30,134,20,65,0,0,BeanCreationException,65
spring-projects-spring-boot,org.springframework.boot.autoconfigure.liquibase.LiquibaseAutoConfigurationTests.testOverrideContexts,1,1,BeanCreationException,1,1,30,184,21,90,0,0,BeanCreationException,90
spring-projects-spring-boot,org.springframework.boot.autoconfigure.liquibase.LiquibaseAutoConfigurationTests.testOverrideDataSource,1,1,BeanCreationException,1,1,30,208,20,115,0,0,BeanCreationException,115
spring-projects-spring-boot,org.springframework.boot.actuate.autoconfigure.EndpointWebMvcAutoConfigurationTests.disabled,1,1,IOException,1,1,5,179,19,0,0,0,ApplicationContextException,101
spring-projects-spring-boot,org.springframework.boot.actuate.autoconfigure.EndpointWebMvcAutoConfigurationTests.disabled,2,2,AssertionError,1,1,5,179,19,0,0,0,ApplicationContextException,101
